"","Q26","Q5Post","Q3FUS_Yes","Q3FUS_No","Q3Post","sp43fatheduc","sp44motheduc","sq39jobl","sp61pay","sq41preparealll","sp54homesup","sp47mpersonparent","sp41weak","sqr25grade","sqr29confident","sq48gradel","switcher_group","is_switcher","fath_educ","moth_educ","work","class","pay","sum_ses","low_ses","weak","end_grad","ability","sum_belief","no_belief","homesupp","parent_belief","sum_home","no_home_supp"
"425","Yes","Yes"," "," ","Yes","Some college","Graduate school",13,"Slightly disagree",8,"Very strongly","4","Disagree",3,"Agree",3,16,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"426","Yes","Yes","Yes"," ","Yes","Graduate school","Four years of college",25.5,"Slightly agree",18,"Somewhat","Very much","Slightly agree",3,"Strongly agree",4,12,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,FALSE,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,1,TRUE
"427","Yes","Yes"," "," ","Yes","Graduate school","Four years of college",3,"Slightly disagree",3,"Very strongly","4","Slightly disagree",4,"Agree",3,16,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"428","Yes",""," "," ","Yes","Four years of college","Graduate school",18,"Strongly disagree",35,"Somewhat","4","Disagree",3,"Agree",2.33,16,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,1,TRUE
"429","Yes","Yes","Yes"," ","Yes","High school","Did not finish high school",0,"Agree",13,"Very strongly","2","Strongly disagree",4,"Strongly agree",4,12,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,4,TRUE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"430","Yes","Yes"," ","No","No","Some college","Four years of college",0,"Slightly agree",35,"Somewhat","2","Agree",2,"Disagree",3,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,FALSE,TRUE,2,TRUE,TRUE,FALSE,1,TRUE
"431","Yes","Yes"," "," ","Yes","High school","Some college",0,"Agree",8,"Strongly","3","Slightly disagree",3,"Agree",2,16,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3,TRUE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"432","Yes","Yes","Yes"," ","Yes","Some college","High school",0,"Slightly agree",18,"Somewhat","4","Slightly agree",2,"Slightly disagree",3,12,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2,FALSE,TRUE,FALSE,TRUE,2,TRUE,TRUE,FALSE,1,TRUE
"433","Yes","Yes"," "," ","Yes","Four years of college","High school",0,"Strongly agree",8,"Very strongly","4","Disagree",4,"Slightly agree",3.67,16,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,3,TRUE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"434","Yes","Yes"," "," ","Yes","Some college","High school",0,"Agree",35,"Very strongly","Very much","Disagree",3,"Agree",2,16,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"435","Dont know/ Not sure/ N/A","Yes"," "," ","Yes","High school","High school",0,"Slightly agree",13,"Somewhat","Very much","Slightly agree",3,"Slightly disagree",2,20,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,4,TRUE,TRUE,TRUE,TRUE,3,TRUE,TRUE,FALSE,1,TRUE
"436","Yes","Yes"," "," ","Yes","Some college","High school",0,"Agree",18,"Strongly","3","Slightly agree",3,"Slightly agree",2,16,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2,FALSE,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,0,FALSE
"437","Yes","Yes"," "," ","Yes","Some college","High school",18,"Strongly agree",25.5,"Very strongly","4","Agree",3,"Agree",3.33,16,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,3,TRUE,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,0,FALSE
"438","Yes","Yes"," "," ","Yes","High school","Some college",3,"Disagree",13,"Strongly","4","Disagree",3,"Agree",2.33,16,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"439","Yes","Yes"," "," ","Yes","Four years of college","Four years of college",0,"Slightly agree",35,"Very strongly","3","Slightly disagree",3,"Slightly agree",3.33,16,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"440","Yes","Yes"," "," ","Yes","Four years of college","Some college",0,"Disagree",18,"Strongly","2","Disagree",4,"Strongly agree",4,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"441","Yes","Yes"," "," ","Yes","Four years of college","Four years of college",35,"Disagree",35,"Very strongly","4","Slightly disagree",2,"Slightly disagree",2,16,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,0,FALSE
"442","Yes","Yes","Yes"," ","Yes","Graduate school","Graduate school",0,"Strongly agree",25.5,"Somewhat","4","Slightly disagree",2,"Slightly agree",3,12,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,TRUE,FALSE,1,TRUE
"443","Yes","Yes","Yes"," ","Yes","Graduate school","Graduate school",0,"Disagree",25.5,"Somewhat","4","Disagree",2,"Disagree",1,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,FALSE,1,TRUE
"444","Dont know/ Not sure/ N/A","No","Yes"," ","Yes","Four years of college","Four years of college",3,"Slightly disagree",35,"Very strongly","Very much","Slightly agree",3,"Slightly agree",4,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,0,FALSE
"445","Yes","Yes"," "," ","Yes","Graduate school","High school",13,"Strongly agree",18,"Very strongly","3","Disagree",3,"Slightly agree",3,16,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,3,TRUE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"446","Yes","Yes"," "," ","Yes","Four years of college","Four years of college",0,"Strongly disagree",35,"Very strongly","2","Slightly disagree",2,"Agree",2,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE
"447","Yes","Yes"," "," ","Yes","High school","Graduate school",0,"Slightly agree",18,"Strongly","4","Agree",4,"Agree",2.67,16,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,FALSE,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,0,FALSE
"448","Yes","Yes"," "," ","Yes","Four years of college","Four years of college",8,"Slightly agree",8,"Strongly","Very much","Disagree",4,"Agree",4,16,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"449","Yes","Yes"," "," ","Yes","Graduate school","Four years of college",0,"Strongly disagree",13,"Strongly","Very much","Disagree",3,"Slightly agree",3.67,16,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"450","Yes","Yes"," "," ","Yes","Some college","Some college",0,"Strongly disagree",25.5,"Very strongly","Very much","Slightly disagree",2,"Slightly agree",2.67,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE
"451","Yes","Yes"," "," ","Yes","High school","High school",13,"Disagree",25.5,"Not at all","4","Strongly disagree",3,"Agree",3,16,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,3,TRUE,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,1,TRUE
"452","Yes","Yes"," "," ","Yes","Some college","Four years of college",13,"Agree",13,"Somewhat","4","Slightly agree",3,"Agree",1.67,16,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,3,TRUE,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,1,TRUE
"453","Yes","Yes"," "," ","Yes","Graduate school","Graduate school",0,"Slightly agree",8,"Strongly","Very much","Agree",4,"Strongly agree",3.33,16,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,FALSE,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,0,FALSE
"454","Yes","Yes"," "," ","Yes","Graduate school","Graduate school",0,"Disagree",18,"Very strongly","Very much","Disagree",3,"Agree",3.67,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"455","Yes","Yes","Yes"," ","Yes","Four years of college","Four years of college",0,"Slightly disagree",35,"Somewhat","3","Slightly agree",4,"Slightly agree",3.67,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,1,TRUE
"457","Yes","Dont know/ Not sure/ N/A"," "," ","Yes","Four years of college","Four years of college",0,"Slightly disagree",18,"Strongly","3","Slightly agree",4,"Strongly agree",4,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,0,FALSE
"458","Dont know/ Not sure/ N/A","Dont know/ Not sure/ N/A","Yes"," ","Yes","Graduate school","Four years of college",0,"Slightly disagree",8,"Somewhat","4","Slightly agree",3,"Slightly agree",4,13,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,1,TRUE
"459","Yes",""," "," ","Yes","Did not finish high school","Did not finish high school",0,"Agree",13,"Somewhat","Very much","Slightly agree",4,"Agree",3,16,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,4,TRUE,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,1,TRUE
"460","Dont know/ Not sure/ N/A","No"," "," ","No","Four years of college","Some college",0,"Disagree",3,"Somewhat","4","Disagree",3,"Slightly agree",2.67,8,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,1,TRUE
"461","Dont know/ Not sure/ N/A","No"," "," ","No","Four years of college","Graduate school",0,"Disagree",13,"Strongly","4","Slightly agree",4,"Slightly agree",3.33,8,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,0,FALSE
"462","Dont know/ Not sure/ N/A","Yes"," ","No","No","Four years of college","Four years of college",0,"Disagree",13,"Strongly","Very much","Disagree",3,"Strongly agree",3.33,2,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"463","Dont know/ Not sure/ N/A","Dont know/ Not sure/ N/A"," "," ","Dont know/ Not sure/ N/A","Some college","Some college",0,"Agree",18,"Strongly","Very much","Agree",4,"Strongly agree",4,21,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,0,FALSE
"464","Yes","No"," ","No","No","Four years of college","Four years of college",8,"Slightly disagree",13,"Somewhat","4","Disagree",3,"Agree",3,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,1,TRUE
"465","Yes","Yes"," ","No","Yes","High school","Some college",3,"Strongly agree",3,"Very strongly","3","Agree",2,"Slightly agree",0,1,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,3,TRUE,TRUE,FALSE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"466","Yes",""," "," ","Yes","High school","Four years of college",13,"Slightly agree",3,"Strongly","4","Strongly disagree",2,"Slightly agree",0.67,16,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,4,TRUE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE
"467","Yes","Yes"," "," ","Yes","Graduate school","Graduate school",3,"Agree",8,"Strongly","2","Agree",4,"Strongly agree",4,16,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,FALSE,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,0,FALSE
"468","Yes","Yes"," "," ","Yes","Some college","Four years of college",8,"Agree",8,"Strongly","Very much","Slightly agree",4,"Strongly agree",2.33,16,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,FALSE,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,0,FALSE
"469","Dont know/ Not sure/ N/A","Yes"," "," ","Yes","High school","High school",18,"Strongly agree",8,"Strongly","2","Disagree",3,"Agree",2,20,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,5,TRUE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"470","Yes","Yes"," "," ","Yes","High school","High school",13,"Agree",18,"Somewhat","4","Slightly agree",4,"Strongly agree",3.67,16,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,4,TRUE,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,1,TRUE
"471","Yes",""," "," ","Yes","Four years of college","Graduate school",8,"Strongly agree",25.5,"Very strongly","4","Strongly agree",3,"Slightly agree",3.33,16,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,0,FALSE
"472","Yes","Yes","Yes"," ","Yes","High school","Four years of college",0,"Agree",13,"Very strongly","Very much","Strongly disagree",3,"Agree",2,12,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3,TRUE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"473","Yes",""," "," ","Yes","High school","High school",0,"Agree",35,"Strongly","4","Slightly agree",3,"Agree",3,16,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,3,TRUE,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,0,FALSE
"474","Yes",""," "," ","Yes","High school","High school",0,"Slightly agree",25.5,"Strongly","4","Slightly disagree",3,"Agree",2,16,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,3,TRUE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"475","Yes","Yes"," "," ","Yes","High school","Some college",0,"Agree",13,"Strongly","Very much","Strongly disagree",3,"Agree",3.33,16,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3,TRUE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"476","Yes","Yes","Yes"," ","Yes","High school","High school",0,"Slightly disagree",18,"Very strongly","4","Slightly agree",4,"Strongly agree",3.67,12,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2,FALSE,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,0,FALSE
"477","Yes","Yes"," "," ","Yes","Graduate school","Graduate school",0,"Disagree",25.5,"Strongly","Not at all","Agree",2,"Slightly disagree",2,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,TRUE,FALSE,TRUE,2,TRUE,FALSE,FALSE,0,FALSE
"478","Dont know/ Not sure/ N/A","Dont know/ Not sure/ N/A"," "," ","No","High school","High school",0,"Disagree",13,"Strongly","4","Disagree",3,"Slightly agree",2.33,8,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,3,TRUE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"479","Yes","Yes"," "," ","Yes","High school","Four years of college",0,"Disagree",18,"Strongly","4","Disagree",3,"Agree",2.67,16,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"480","Yes","Yes","Yes"," ","Yes","Graduate school","Four years of college",0,"Slightly disagree",8,"Very strongly","Very much","Disagree",4,"Strongly agree",4,12,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"481","Yes","Yes"," "," ","Yes","Some college","Some college",0,"Strongly disagree",8,"Very strongly","Very much","Strongly disagree",3,"Strongly agree",2,16,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"482","Dont know/ Not sure/ N/A","No"," "," ","Yes","Some college","Graduate school",0,"Strongly agree",35,"Very strongly","Very much","Disagree",2,"Agree",0,20,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE
"483","Yes","No"," "," ","Yes","High school","Some college",0,"Slightly agree",8,"Strongly","3","Slightly agree",3,"Slightly agree",2.67,16,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3,TRUE,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,0,FALSE
"484","Yes","Yes","Yes"," ","Yes","High school","High school",0,"Agree",25.5,"Strongly","4","Disagree",4,"Agree",4,12,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,3,TRUE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"485","Yes",""," "," ","Yes","Some college","Four years of college",18,"Disagree",18,"Somewhat","Very much","Strongly disagree",1,"Agree",0,16,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,TRUE,FALSE,1,TRUE
"486","Yes","Yes"," ","No","Yes","High school","High school",35,"Agree",35,"Somewhat","4","Disagree",2,"Agree",2,1,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,4,TRUE,FALSE,FALSE,FALSE,0,FALSE,TRUE,FALSE,1,TRUE
"487","Yes","Yes"," "," ","Yes","High school","Four years of college",35,"Slightly disagree",8,"Strongly","Very much","Disagree",2,"Agree",0,16,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,3,TRUE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE
"488","Yes","Yes"," "," ","Yes","Four years of college","Graduate school",18,"Strongly disagree",25.5,"Strongly","4","Slightly agree",2,"Agree",2,16,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"489","Yes","Yes","Yes"," ","Yes","High school","High school",0,"Disagree",25.5,"Somewhat","3","Slightly agree",3,"Slightly agree",2,12,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2,FALSE,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,1,TRUE
"490","Yes","Yes"," "," ","Yes","High school","Graduate school",18,"Slightly disagree",3,"Very strongly","3","Agree",3,"Agree",2,16,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,3,TRUE,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,0,FALSE
"491","Dont know/ Not sure/ N/A","Yes"," ","No","No","Some college","High school",13,"Slightly disagree",13,"Very strongly","Very much","Slightly disagree",2,"Slightly agree",2,2,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,3,TRUE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE
"492","Yes","Yes"," "," ","Yes","High school","High school",0,"Slightly agree",18,"Somewhat","2","Agree",0,"Disagree",0,16,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,3,TRUE,TRUE,FALSE,TRUE,2,TRUE,TRUE,FALSE,1,TRUE
"493","Yes","Yes"," "," ","Yes","Some college","High school",3,"Slightly disagree",13,"Strongly","4","Slightly disagree",4,"Agree",4,16,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"494","Yes","Yes"," "," ","No","High school","Some college",0,"Slightly disagree",25.5,"Somewhat","2","Slightly agree",1,"Disagree",0,6,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,FALSE,TRUE,FALSE,TRUE,2,TRUE,TRUE,FALSE,1,TRUE
"495","Yes","Yes","Yes"," ","Yes","High school","Some college",8,"Disagree",8,"Very strongly","Very much","Strongly disagree",4,"Agree",4,12,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"496","Yes","Yes","Yes"," ","Yes","High school","Four years of college",13,"Slightly disagree",13,"Somewhat","4","Disagree",2,"Agree",2,12,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,3,TRUE,FALSE,FALSE,FALSE,0,FALSE,TRUE,FALSE,1,TRUE
"497","Yes","Yes","Yes"," ","Yes","High school","Some college",0,"Strongly agree",8,"Strongly","2","Slightly disagree",2,"Strongly disagree",2.67,12,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3,TRUE,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,0,FALSE
"498","Yes","Yes"," "," ","Yes","Graduate school","Four years of college",0,"Disagree",35,"Very strongly","Very much","Slightly disagree",3,"Agree",3,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"499","Yes","No"," "," ","No","Four years of college","Four years of college",0,"Strongly agree",13,"Very strongly","4","Disagree",4,"Agree",3.33,6,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,2,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"500","Dont know/ Not sure/ N/A","Dont know/ Not sure/ N/A"," "," ","No","Graduate school","High school",0,"Slightly disagree",18,"Very strongly","Very much","Slightly agree",2,"Disagree",2.67,8,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,TRUE,FALSE,TRUE,2,TRUE,FALSE,FALSE,0,FALSE
"501","Yes","Yes"," "," ","Yes","Graduate school","Four years of college",0,"Slightly disagree",25.5,"Very strongly","4","Slightly agree",3,"Slightly agree",2.33,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,0,FALSE
"502","Yes","Yes"," "," ","Yes","High school","Some college",0,"Slightly agree",35,"Strongly","4","Slightly agree",4,"Agree",3.67,16,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,FALSE,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,0,FALSE
"503","Dont know/ Not sure/ N/A","Dont know/ Not sure/ N/A"," ","No","No","High school","Graduate school",0,"Slightly disagree",18,"Very strongly","4","Disagree",2,"Disagree",2.33,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,0,FALSE
"504","Yes","Yes"," "," ","No","Graduate school","Four years of college",0,"Disagree",35,"Strongly","3","Slightly disagree",3,"Slightly disagree",2.67,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,TRUE,TRUE,2,TRUE,FALSE,FALSE,0,FALSE
"505","Yes","Yes"," "," ","Yes","Some college","Four years of college",0,"Agree",18,"Very strongly","4","Slightly agree",2,"Slightly agree",2,16,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,FALSE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"506","Yes","Yes","Yes"," ","Yes","Some college","Some college",8,"Strongly agree",18,"Very strongly","Very much","Strongly agree",4,"Strongly agree",4,12,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,0,FALSE
"507","Yes",""," "," ","Yes","Some college","High school",3,"Strongly disagree",8,"Very strongly","4","Slightly disagree",3,"Slightly agree",2.67,16,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"508","Yes","Yes"," "," ","Yes","Four years of college","Four years of college",8,"Disagree",18,"Strongly","4","Slightly disagree",3,"Slightly agree",2.67,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"509","Yes","Yes"," "," ","Yes","Graduate school","Graduate school",0,"Slightly agree",18,"Strongly","4","Slightly agree",4,"Agree",3.67,16,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,0,FALSE
"510","Yes","No"," "," ","No","Some college","Graduate school",0,"Slightly disagree",25.5,"Very strongly","3","Slightly agree",3,"Disagree",2.33,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,TRUE,TRUE,TRUE,3,TRUE,FALSE,FALSE,0,FALSE
"511","Dont know/ Not sure/ N/A","Dont know/ Not sure/ N/A"," "," ","Yes","Graduate school","Some college",0,"Slightly disagree",18,"Strongly","4","Strongly disagree",2,"Slightly disagree",1.67,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,0,FALSE
"512","Dont know/ Not sure/ N/A","Dont know/ Not sure/ N/A","Yes"," ","Yes","Graduate school","Graduate school",0,"Slightly agree",18,"Strongly","Very much","Disagree",3,"Slightly agree",3.67,13,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"513","Yes","Yes","Yes"," ","Yes","Graduate school","Graduate school",0,"Slightly agree",3,"Strongly","4","Disagree",4,"Agree",3.33,12,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"514","Dont know/ Not sure/ N/A","Yes"," "," ","Yes","Graduate school","Graduate school",3,"Strongly disagree",25.5,"Very strongly","Very much","Strongly disagree",4,"Strongly agree",3,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"515","Yes","Dont know/ Not sure/ N/A","Yes"," ","Dont know/ Not sure/ N/A","High school","High school",8,"Strongly disagree",25.5,"Very strongly","2","Strongly disagree",2,"Slightly agree",1.67,12,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE
"516","Yes","Yes"," "," ","Dont know/ Not sure/ N/A","Some college","Some college",8,"Slightly agree",8,"Strongly","Very much","Agree",3,"Slightly agree",3.33,5,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,2,FALSE,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,0,FALSE
"517","Yes","Yes"," "," ","Yes","Graduate school","Four years of college",8,"Slightly disagree",18,"Very strongly","4","Slightly agree",3,"Slightly disagree",1,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,TRUE,TRUE,TRUE,3,TRUE,FALSE,FALSE,0,FALSE
