"","Q26","Q5Post","Q3FUS_Yes","Q3FUS_No","Q3Post","sp43fatheduc","sp44motheduc","sq39jobl","sp61pay","sq41preparealll","sp54homesup","sp47mpersonparent","sp41weak","sqr25grade","sqr29confident","sq48gradel","switcher_group","is_switcher","fath_educ","moth_educ","work","class","pay","sum_ses","low_ses","weak","end_grad","ability","sum_belief","no_belief","homesupp","parent_belief","sum_home","no_home_supp"
"607","Yes","Yes","Yes"," ","Yes","Graduate school","Graduate school",0,"Agree",25.5,"Very strongly","Very much","Disagree",4,"Agree",4,12,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"608","Yes","Yes"," "," ","Dont know/ Not sure/ N/A","Four years of college","Four years of college",13,"Disagree",25.5,"Very strongly","Very much","Disagree",3,"Strongly agree",3.67,5,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"609","Dont know/ Not sure/ N/A","Dont know/ Not sure/ N/A"," ","No","No","Graduate school","Graduate school",8,"Strongly agree",18,"Somewhat","2","Slightly agree",2,"Disagree",1.67,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,FALSE,TRUE,2,TRUE,TRUE,FALSE,1,TRUE
"610","Yes","Yes"," ","No","No","Graduate school","Some college",0,"Agree",13,"Very strongly","Very much","Disagree",3,"Slightly agree",2.33,1,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,2,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"611","Yes","Yes","Yes"," ","Yes","Four years of college","Graduate school",0,"Strongly agree",13,"Very strongly","Very much","Slightly agree",4,"Agree",3,12,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,FALSE,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,0,FALSE
"612","Yes","Yes","Yes"," ","Yes","Graduate school","Graduate school",0,"Strongly agree",18,"Very strongly","Very much","Disagree",4,"Strongly agree",4.33,12,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"613","Yes","Yes","Yes"," ","Yes","Four years of college","Graduate school",0,"Strongly disagree",18,"Strongly","3","Slightly agree",3,"Slightly disagree",3.33,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,TRUE,TRUE,TRUE,3,TRUE,FALSE,FALSE,0,FALSE
"614","Yes","Yes"," "," ","Dont know/ Not sure/ N/A","Graduate school","Graduate school",0,"Slightly disagree",13,"Very strongly","4","Disagree",4,"Strongly agree",3.67,5,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"615","Yes","Yes"," "," ","Yes","Some college","Some college",0,"Disagree",25.5,"Very strongly","Very much","Disagree",3,"Agree",1.67,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"616","Dont know/ Not sure/ N/A","Dont know/ Not sure/ N/A"," "," ","Dont know/ Not sure/ N/A","Some college","Four years of college",0,"Strongly agree",18,"Strongly","Very much","Slightly disagree",3,"Slightly agree",2.67,21,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"617","Yes","Yes"," "," ","Yes","Four years of college","Four years of college",8,"Slightly agree",25.5,"Strongly","4","Agree",3,"Slightly agree",1.67,16,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,0,FALSE
"618","Yes","Dont know/ Not sure/ N/A"," "," ","No","High school","Some college",0,"Agree",35,"Very strongly","2","Slightly agree",1,"Slightly disagree",0.67,6,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,2,FALSE,TRUE,FALSE,TRUE,2,TRUE,FALSE,FALSE,0,FALSE
"619","Yes","Yes"," "," ","Yes","Four years of college","Graduate school",0,"Slightly disagree",25.5,"Very strongly","4","Slightly agree",4,"Agree",3.67,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,0,FALSE
"620","Yes","Dont know/ Not sure/ N/A"," "," ","No","Graduate school","Four years of college",0,"Disagree",25.5,"Strongly","4","Agree",2,"Slightly disagree",2.33,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,TRUE,FALSE,TRUE,2,TRUE,FALSE,FALSE,0,FALSE
"621","Dont know/ Not sure/ N/A","Dont know/ Not sure/ N/A"," "," ","Dont know/ Not sure/ N/A","Graduate school","Graduate school",0,"Slightly disagree",18,"Very strongly","Very much","Disagree",3,"Agree",2.67,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"622","Yes","Yes"," "," ","Yes","Graduate school","Graduate school",0,"Disagree",25.5,"Very strongly","Very much","Slightly disagree",4,"Strongly agree",3.67,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"623","Yes","Yes","Yes"," ","Yes","Graduate school","High school",0,"Slightly agree",25.5,"Somewhat","3","Slightly disagree",4,"Agree",4,12,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2,FALSE,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,1,TRUE
"624","Yes","Yes"," "," ","Yes","Graduate school","Graduate school",0,"Strongly disagree",13,"Very strongly","Very much","Strongly disagree",4,"Strongly agree",4,16,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"625","Dont know/ Not sure/ N/A","Yes"," "," ","Yes","Four years of college","Graduate school",0,"Disagree",8,"Strongly","4","Disagree",4,"Agree",4,20,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"626","Yes","Yes"," "," ","Yes","Some college","Four years of college",13,"Agree",13,"Somewhat","4","Disagree",4,"Disagree",2.67,16,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,3,TRUE,FALSE,TRUE,TRUE,2,TRUE,TRUE,FALSE,1,TRUE
"627","Yes","Yes"," "," ","Yes","Four years of college","Graduate school",0,"Disagree",25.5,"Strongly","4","Slightly disagree",3,"Slightly agree",2.67,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"628","Yes","Yes"," "," ","Yes","Graduate school","Four years of college",0,"Slightly agree",18,"Very strongly","4","Disagree",4,"Strongly agree",3.33,16,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"629","Yes","Yes"," "," ","Yes","High school","High school",0,"Agree",35,"Strongly","Very much","Strongly agree",4,"Agree",2.67,16,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,3,TRUE,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,0,FALSE
"630","Yes","Yes"," "," ","Yes","Graduate school","Graduate school",0,"Disagree",8,"Very strongly","3","Agree",4,"Agree",4,16,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,0,FALSE
"631","Yes","Yes"," "," ","Yes","Some college","Four years of college",0,"Agree",13,"Very strongly","4","Slightly disagree",4,"Strongly agree",3.67,16,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"632","Yes","Yes"," "," ","Yes","Graduate school","Some college",25.5,"Slightly agree",13,"Strongly","Very much","Disagree",4,"Strongly agree",4,16,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,3,TRUE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"633","Yes","Yes"," "," ","Dont know/ Not sure/ N/A","Graduate school","Graduate school",0,"Disagree",25.5,"Very strongly","Very much","Disagree",4,"Strongly agree",4.33,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"634","Yes","Yes"," "," ","Yes","Some college","Some college",8,"Disagree",8,"Very strongly","4","Slightly agree",3,"Agree",2,16,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,0,FALSE
"635","Yes","Yes"," "," ","Yes","Some college","Some college",18,"Strongly disagree",13,"Somewhat","3","Disagree",4,"Agree",3.33,16,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2,FALSE,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,1,TRUE
"636","Yes","Yes"," "," ","Yes","Four years of college","Four years of college",13,"Slightly agree",13,"Strongly","4","Slightly agree",4,"Agree",3.67,16,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,3,TRUE,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,0,FALSE
"637","Yes","Yes"," "," ","Yes","Four years of college","Four years of college",8,"Slightly agree",13,"Somewhat","4","Slightly disagree",3,"Agree",2.67,16,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,FALSE,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,1,TRUE
"638","Yes","Yes"," "," ","Yes","Four years of college","Some college",18,"Strongly disagree",35,"Very strongly","4","Strongly disagree",4,"Agree",4,16,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"639","Yes","Yes"," "," ","Yes","Some college","Four years of college",13,"Strongly agree",18,"Very strongly","Very much","Disagree",3,"Slightly agree",3,16,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"640","Yes","Yes"," "," ","Yes","Graduate school","Graduate school",0,"Strongly disagree",18,"Strongly","3","Slightly disagree",2,"Agree",2.67,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE
"641","Yes","Yes"," "," ","Yes","High school","High school",0,"Strongly agree",25.5,"Strongly","1","Agree",4,"Agree",3.33,16,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,3,TRUE,TRUE,TRUE,FALSE,2,TRUE,FALSE,TRUE,1,TRUE
"642","Yes","Yes"," "," ","Yes","Four years of college","Four years of college",0,"Agree",25.5,"Strongly","Very much","Slightly agree",4,"Strongly agree",1.67,16,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,0,FALSE
"643","Yes","Yes"," "," ","Yes","Four years of college","Four years of college",0,"Agree",25.5,"Strongly","Very much","Disagree",4,"Agree",4,16,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"644","Yes","Yes"," "," ","Yes","Graduate school","Graduate school",0,"Strongly disagree",25.5,"Strongly","Very much","Disagree",3,"Agree",3.5,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"645","Yes","Yes"," "," ","Yes","Four years of college","Some college",3,"Disagree",13,"Somewhat","Very much","Disagree",4,"Agree",3,16,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,1,TRUE
"646","Dont know/ Not sure/ N/A","Dont know/ Not sure/ N/A"," "," ","Yes","High school","High school",8,"Strongly agree",13,"Strongly","Very much","Agree",2,"Disagree",2,20,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,4,TRUE,TRUE,FALSE,TRUE,2,TRUE,FALSE,FALSE,0,FALSE
"647","Yes",""," "," ","Yes","Four years of college","Some college",0,"Slightly agree",25.5,"Somewhat","Very much","Slightly agree",3,"Slightly agree",3,16,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,1,TRUE
"648","Yes","Yes"," "," ","Yes","Graduate school","Graduate school",0,"Disagree",18,"Very strongly","4","Slightly disagree",3,"Slightly disagree",3,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,TRUE,TRUE,2,TRUE,FALSE,FALSE,0,FALSE
"649","Yes","Yes"," "," ","Yes","Graduate school","Four years of college",8,"Disagree",8,"Very strongly","4","Slightly disagree",3,"Agree",3.5,16,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"650","Yes","Yes"," "," ","Yes","Graduate school","Graduate school",8,"Disagree",13,"Strongly","Very much","Disagree",4,"Agree",4,16,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"651","Yes","Yes"," "," ","No","Graduate school","Graduate school",0,"Agree",3,"Very strongly","2","Agree",4,"Slightly agree",2,6,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,2,FALSE,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,0,FALSE
"652","Yes","Yes"," "," ","Yes","Four years of college","Some college",0,"Slightly disagree",18,"Very strongly","Very much","Slightly disagree",4,"Agree",4,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"653","Dont know/ Not sure/ N/A","Dont know/ Not sure/ N/A"," "," ","No","Four years of college","Four years of college",0,"Agree",18,"Very strongly","Very much","Agree",4,"Disagree",3.5,8,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,TRUE,TRUE,3,TRUE,FALSE,FALSE,0,FALSE
"654","Dont know/ Not sure/ N/A","No"," "," ","No","Some college","Four years of college",13,"Disagree",8,"Strongly","4","Slightly agree",1,"Disagree",2,8,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,2,FALSE,TRUE,FALSE,TRUE,2,TRUE,FALSE,FALSE,0,FALSE
"655","Yes","Yes"," "," ","Yes","Some college","High school",0,"Agree",18,"Strongly","Very much","Slightly agree",4,"Agree",4,16,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2,FALSE,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,0,FALSE
"656","Yes","Yes"," "," ","Yes","Four years of college","Graduate school",25.5,"Slightly agree",8,"Strongly","4","Disagree",4,"Agree",3.33,16,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,3,TRUE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"657","Dont know/ Not sure/ N/A","Dont know/ Not sure/ N/A"," "," ","Yes","High school","Some college",13,"Strongly disagree",35,"Not at all","4","Disagree",4,"Agree",4,20,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,1,TRUE
"658","Yes","Yes"," "," ","Yes","Graduate school","Four years of college",0,"Strongly disagree",25.5,"Strongly","2","Disagree",3,"Agree",2,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"659","Dont know/ Not sure/ N/A","No"," "," ","No","Four years of college","Four years of college",0,"Strongly agree",13,"Strongly","3","Disagree",3,"Slightly agree",4,8,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,2,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"660","Yes","Yes"," "," ","Yes","Four years of college","Four years of college",25.5,"Strongly agree",25.5,"Not at all","3","Slightly agree",4,"Agree",3.33,16,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,FALSE,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,1,TRUE
"661","Yes","Yes"," "," ","Yes","Some college","Some college",8,"Slightly disagree",13,"Strongly","4","Disagree",3,"Agree",3,16,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"662","Yes","Yes","Yes"," ","Yes","Some college","Graduate school",8,"Slightly agree",18,"Very strongly","Very much","Slightly disagree",4,"Strongly agree",3.67,12,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"663","Yes","Yes"," "," ","Yes","Some college","Four years of college",0,"Slightly disagree",13,"Strongly","4","Disagree",3,"Agree",2.33,16,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"664","Yes","Yes"," "," ","Yes","High school","High school",8,"Strongly agree",13,"Strongly","4","Agree",3,"Strongly disagree",2.33,16,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,4,TRUE,TRUE,TRUE,TRUE,3,TRUE,FALSE,FALSE,0,FALSE
"665","Yes","Yes"," "," ","Yes","Four years of college","Four years of college",8,"Agree",13,"Very strongly","4","Slightly agree",4,"Agree",4,16,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,FALSE,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,0,FALSE
"666","Yes",""," "," ","Yes","Four years of college","Four years of college",0,"Strongly disagree",35,"Very strongly","4","Strongly disagree",4,"Agree",3,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"667","Yes",""," "," ","Yes","Four years of college","Four years of college",0,"Slightly agree",18,"Strongly","3","Slightly agree",3,"Agree",2,16,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,0,FALSE
"668","Dont know/ Not sure/ N/A","No"," "," ","Yes","Graduate school","Four years of college",0,"Disagree",25.5,"Strongly","4","Disagree",3,"Agree",3,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"669","Yes",""," "," ","Yes","Graduate school","Graduate school",3,"Agree",13,"Very strongly","4","Slightly agree",4,"Agree",4,16,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,FALSE,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,0,FALSE
"670","Yes","Yes"," "," ","Yes","Graduate school","Graduate school",13,"Strongly disagree",8,"Somewhat","2","Slightly disagree",4,"Slightly agree",4,16,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2,FALSE,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,1,TRUE
"671","Dont know/ Not sure/ N/A",""," "," ","Yes","High school","Some college",0,"Strongly agree",35,"Not at all","Very much","Disagree",3,"Agree",3,20,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,FALSE,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,1,TRUE
"672","Yes",""," "," ","Yes","Four years of college","Some college",3,"Disagree",13,"Very strongly","Very much","Disagree",3,"Agree",3.67,16,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"673","Yes","Yes"," "," ","Yes","Four years of college","Some college",25.5,"Slightly agree",18,"Somewhat","2","Disagree",4,"Strongly agree",4,16,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,FALSE,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,1,TRUE
"674","Yes","Yes"," "," ","Yes","High school","High school",8,"Slightly agree",25.5,"Very strongly","Very much","Disagree",4,"Strongly agree",4,16,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,3,TRUE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"675","Yes","Yes"," "," ","Yes","High school","High school",0,"Slightly agree",18,"Strongly","3","Slightly disagree",2,"Slightly agree",1,16,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,3,TRUE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE
"676","Dont know/ Not sure/ N/A",""," "," ","No","Some college","Some college",35,"Strongly agree",8,"Very strongly","3","Agree",1,"Strongly disagree",2.5,8,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3,TRUE,TRUE,FALSE,TRUE,2,TRUE,FALSE,FALSE,0,FALSE
"677","Dont know/ Not sure/ N/A","Dont know/ Not sure/ N/A"," "," ","Yes","Some college","Four years of college",8,"Agree",35,"Very strongly","4","Slightly disagree",4,"Agree",3.5,20,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"678","Dont know/ Not sure/ N/A","Yes"," "," ","Yes","Graduate school","Some college",3,"Strongly agree",13,"Somewhat","3","Slightly disagree",3,"Slightly agree",4,20,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,FALSE,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,1,TRUE
"679","Yes","Yes"," "," ","Yes","Four years of college","Four years of college",0,"Disagree",8,"Strongly","Very much","Disagree",4,"Strongly agree",4,16,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"680","Dont know/ Not sure/ N/A","Yes"," "," ","Yes","Graduate school","High school",0,"Agree",13,"Strongly","1","Slightly agree",4,"Slightly disagree",3,20,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,3,TRUE,TRUE,TRUE,TRUE,3,TRUE,FALSE,TRUE,1,TRUE
"681","Yes","Yes"," "," ","Yes","Some college","High school",3,"Agree",13,"Very strongly","Very much","Disagree",4,"Strongly agree",4,16,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,3,TRUE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"682","Yes","Yes","Yes"," ","Yes","Four years of college","Four years of college",0,"Agree",13,"Strongly","4","Disagree",4,"Agree",4,12,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"683","Yes","Yes","Yes"," ","Yes","Some college","Some college",0,"Agree",35,"Strongly","Very much","Slightly disagree",3,"Slightly agree",4,12,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"684","Yes","Yes","Yes"," ","Yes","High school","Four years of college",8,"Slightly agree",18,"Very strongly","1","Slightly disagree",4,"Agree",4,12,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,TRUE,1,TRUE
"685","Yes","Yes","Yes"," ","Yes","Graduate school","Some college",8,"Agree",3,"Strongly","Very much","Agree",3,"Slightly agree",2,12,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,FALSE,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,0,FALSE
"686","Yes","Yes"," "," ","Yes","Some college","High school",8,"Disagree",18,"Not at all","3","Slightly agree",3,"Agree",4,16,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,1,TRUE
"687","Yes","Yes"," "," ","Yes","Four years of college","Four years of college",0,"Slightly agree",8,"Very strongly","Very much","Strongly disagree",4,"Strongly agree",4,16,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"688","Yes","Yes","Yes"," ","Yes","Four years of college","Four years of college",3,"Strongly agree",18,"Somewhat","3","Slightly agree",3,"Agree",3,12,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,1,TRUE
"689","Yes","Yes"," "," ","Dont know/ Not sure/ N/A","Graduate school","Graduate school",0,"Slightly agree",18,"Strongly","4","Slightly disagree",4,"Agree",2.33,5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"690","Dont know/ Not sure/ N/A","Yes"," ","No","Yes","Some college","Four years of college",25.5,"Agree",18,"Strongly","Very much","Disagree",4,"Agree",4,2,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"691","Yes","Yes"," "," ","Yes","High school","Graduate school",3,"Disagree",8,"Strongly","3","Disagree",2,"Slightly agree",1,16,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE
"692","Yes","Yes"," "," ","Yes","High school","Graduate school",0,"Strongly disagree",3,"Strongly","3","Slightly disagree",4,"Strongly agree",4,16,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
